Name,Firm Name,Ticker,SecId,Inception Date,Morningstar Category,US Category Group,Share Class Type,Oldest Share Class,Inception Date of Fund's Oldest Share Class,Ticker of Fund's Oldest Share Class,Index Fund,Obsolete Date,Obsolete Type,Merged Into Security,Research Flagship Fund Name,Net Assets - Share Class (mo-end) USD,Fund Size Comprehensive (mo-end) USD,Total Ret % Rank Cat 3Y mo-end (mo-end),Morningstar Rating 3Y (mo-end),Morningstar Sustainability Rating (mo-end),Morningstar Analyst Rating (day-end),Morningstar Category Primary Benchmark,Total Return (3Y - mo-end),Alpha Total (excess return) (3Y - mo-end) Cat Curr,Beta Total (excess return) (3Y - mo-end) Cat Curr,Standard Deviation Total (3Y - mo-end) Cat Curr,Sharpe Ratio Total Morningstar (3Y - mo-end) Cat Curr
SunAmerica Core Bond A,AIG,,FOUSA00E7K,19910501,Intermediate Core Bond,Taxable Bond,A,Yes,19910501,,No,20060428,Liquidated,,,"3,495,828.0000000000","9,125,595.0000000000",,2 Stars,,,BBgBarc US Agg Bond TR USD,,0.1410000000,0.9960000000,,
SunAmerica Core Bond B,AIG,,FOUSA00DG5,19940401,Intermediate Core Bond,Taxable Bond,B,No,19910501,,No,20060428,Liquidated,,,"3,441,481.0000000000","9,125,595.0000000000",,2 Stars,,,BBgBarc US Agg Bond TR USD,," -0.5270000000",0.9970000000,,
SunAmerica Core Bond C,AIG,,FOUSA00E3F,19940401,Intermediate Core Bond,Taxable Bond,C,No,19910501,,No,20060428,Liquidated,,,"2,188,206.0000000000","9,125,595.0000000000",,3 Stars,,,BBgBarc US Agg Bond TR USD,," -0.4930000000",0.9950000000,,
SunAmerica Core Bond I,AIG,,FOUSA00KUD,20000710,Intermediate Core Bond,Taxable Bond,Inst,No,19910501,,No,20060428,Liquidated,,,80.0000000000,"9,125,595.0000000000",,4 Stars,,,BBgBarc US Agg Bond TR USD,,0.2280000000,0.9920000000,,
SunAmerica Core Bond Z,AIG,,FOUSA00HCF,20000710,Intermediate Core Bond,Taxable Bond,Inst,No,19910501,,No,20060426,Liquidated,,,"8,973,438.0000000000","9,125,595.0000000000",,4 Stars,,,BBgBarc US Agg Bond TR USD,,0.7230000000,0.9920000000,,
American Capital Govt Target '98,,,FOUSA00LR2,19900911,Intermediate Government,Taxable Bond,,Yes,19900911,,No,19930423,Merged,Van Kampen Amer Cap Govt Target '97,,"9,100,724.0000000000","9,100,724.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Credit Suisse Technology A,"Credit Suisse (New York, NY)",,FOUSA006WQ,20000801,Technology,Sector Equity,A,No,19991118,,No,20020429,Merged,Credit Suisse Global Technology A,,"1,081,069.0000000000","9,093,576.0000000000",,,,,MSCI ACWI NR USD,,,,,
Credit Suisse Technology B,"Credit Suisse (New York, NY)",,FOUSA007Q1,20000801,Technology,Sector Equity,B,No,19991118,,No,20020429,Merged,Credit Suisse Global Technology A,,"733,534.0000000000","9,093,576.0000000000",,,,,MSCI ACWI NR USD,,,,,
Credit Suisse Technology C,"Credit Suisse (New York, NY)",,FOUSA005ZR,20000801,Technology,Sector Equity,C,No,19991118,,No,20020429,Merged,Credit Suisse Global Technology A,,"480,767.0000000000","9,093,576.0000000000",,,,,MSCI ACWI NR USD,,,,,
Credit Suisse Technology Comm,"Credit Suisse (New York, NY)",,FOUSA00968,19991118,Technology,Sector Equity,Other,Yes,19991118,,No,20020429,Merged,Credit Suisse Global Technology Comm,,"6,798,206.0000000000","9,093,576.0000000000",,,,,MSCI ACWI NR USD,,,,,
Credit Suisse Technology D,"Credit Suisse (New York, NY)",,FOUSA006U5,20000801,Technology,Sector Equity,D,No,19991118,,No,20020305,Liquidated,,,"3,038,449.0000000000","9,093,576.0000000000",,,,,MSCI ACWI NR USD,,,,,
PaineWebber Asia Pacific Growth A,UBS Asset Management,,FOUSA00GAF,19970327,Pacific/Asia ex-Japan Stk,International Equity,,Yes,19970327,,No,20010212,Merged,PACE International Em Mkts Eq A,,"9,073,812.0000000000","9,073,812.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
AXA Rosenberg European A,Laudus Funds,,FOUSA02UTK,20011001,Europe Stock,International Equity,A,No,20010723,,Yes,20060315,Liquidated,,,"9,290.0000000000","9,056,776.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
AXA Rosenberg European B,Laudus Funds,,FOUSA02UTJ,20011001,Europe Stock,International Equity,B,No,20010723,,Yes,20031202,Merged,Laudus Rosenberg European Inv,,"4,130.0000000000","9,056,776.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Laudus Rosenberg European Instl,Laudus Funds,,FOUSA02TRG,20010723,Europe Stock,International Equity,Inst,Yes,20010723,,Yes,20040716,Liquidated,,,"9,010,287.0000000000","9,056,776.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Laudus Rosenberg European Inv,Laudus Funds,,FOUSA02TRH,20031121,Europe Stock,International Equity,Inv,No,20010723,,Yes,20040716,Liquidated,,,"46,489.0000000000","9,056,776.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Deutsche International Sm Cap Instl,,,FOUSA00ET2,19940103,Foreign Small/Mid Growth,International Equity,,Yes,19940103,,No,20010928,Liquidated,,,"9,041,401.0000000000","9,041,401.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
IAI International,,,FOUSA00N50,19870423,,,,No,,,No,20000918,Merged,Federated International Equity A,,"9,039,818.0000000000","9,039,818.0000000000",,,,,,,,,,
Ernst Global Resources,Wells Fargo,,FOUSA00OK3,19951211,Natural Resources,Sector Equity,,Yes,19951211,,No,19980330,Liquidated,,,"9,025,603.0000000000","9,025,603.0000000000",,,,,MSCI ACWI NR USD,,,,,
Dean Witter Retirement U.S. Govt Secs,,,FOUSA00MEN,19930108,Intermediate Government,Taxable Bond,,Yes,19930108,,No,19980911,Merged,Morgan Stanley US Government Secs I,,"9,019,442.0000000000","9,019,442.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Aetna High Yield A,,,FOUSA00OC4,19980202,High Yield Bond,Taxable Bond,A,No,19980202,,No,20000825,Liquidated,,,"617,099.0000000000","9,013,144.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Aetna High Yield B,,,FOUSA00O8E,19990301,High Yield Bond,Taxable Bond,B,No,19980202,,No,20000825,Liquidated,,,"302,914.0000000000","9,013,144.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Aetna High Yield C,,,FOUSA00ONE,19980630,High Yield Bond,Taxable Bond,C,No,19980202,,No,20000825,Liquidated,,,"133,519.0000000000","9,013,144.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Aetna High Yield I,,,FOUSA00OU9,19980202,High Yield Bond,Taxable Bond,Inst,Yes,19980202,,No,20000825,Liquidated,,,"7,959,612.0000000000","9,013,144.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
UAM McKee Small Cap Equity Instl,,,FOUSA00K02,19971104,Small Blend,U.S. Equity,,Yes,19971104,,No,20020403,Liquidated,,,"9,003,445.0000000000","9,003,445.0000000000",,,,,S&P 500 TR USD,,,,,
UAM ICM Equity,,,FOUSA00MG6,19931001,Large Value,U.S. Equity,,Yes,19931001,,No,19990422,Liquidated,,,"8,969,739.0000000000","8,969,739.0000000000",,,,,S&P 500 TR USD,,,,,
Diamond Hill Short Term Income A,Diamond Hill Funds,,FOUSA04AQG,20020628,Short-Term Bond,Taxable Bond,A,No,20020628,,No,20050725,Liquidated,,,"168,620.0000000000","8,939,252.0000000000",,,,,BBgBarc US Agg Bond TR USD,,0.2070000000,0.1720000000,,
Diamond Hill Short Term Income I,Diamond Hill Funds,,FOUSA04AQH,20020628,Short-Term Bond,Taxable Bond,Inst,Yes,20020628,,No,20050727,Liquidated,,,"8,770,632.0000000000","8,939,252.0000000000",,,,,BBgBarc US Agg Bond TR USD,,0.5750000000,0.1650000000,,
CitiFunds Small Cap Value A,,,FOUSA00OCS,19980302,Small Value,U.S. Equity,A,Yes,19980302,,No,20000908,Liquidated,,,"8,809,916.0000000000","8,931,163.0000000000",,,,,S&P 500 TR USD,,,,,
CitiFunds Small Cap Value B,,,FOUSA00OT5,19990104,Small Value,U.S. Equity,B,No,19980302,,No,20000908,Liquidated,,,"121,247.0000000000","8,931,163.0000000000",,,,,S&P 500 TR USD,,,,,
Wachovia International Equity A,Principal Funds,,FOUSA02T0U,20010302,Foreign Large Growth,International Equity,A,No,20010302,,No,20020617,Merged,Wells Fargo International Equity A,,"4,598,154.0000000000","8,928,473.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Wachovia International Equity B,Principal Funds,,FOUSA02T10,20010302,Foreign Large Growth,International Equity,B,No,20010302,,No,20020617,Merged,Wells Fargo International Equity B,,"1,889.0000000000","8,928,473.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Wachovia International Equity C,Principal Funds,,FOUSA02T0Z,20010302,Foreign Large Growth,International Equity,C,No,20010302,,No,20020617,Merged,Wells Fargo International Equity C,,"92,441.0000000000","8,928,473.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Wachovia International Equity Y,Principal Funds,,FOUSA02T0V,20010302,Foreign Large Growth,International Equity,Inst,Yes,20010302,,No,20020617,Merged,Wells Fargo International Equity Inst,,"4,235,989.0000000000","8,928,473.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Merrill Lynch OR Municipal Bond A,,,FOUSA00DVF,19930827,Muni Single State Long,Municipal Bond,A,No,,,No,20011112,Merged,,,"1,127,673.0000000000","8,919,189.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Merrill Lynch OR Municipal Bond B,,,FOUSA00DVH,19930827,Muni Single State Long,Municipal Bond,B,No,,,No,20011112,Merged,,,"6,122,766.0000000000","8,919,189.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Merrill Lynch OR Municipal Bond C,,,FOUSA00E73,19941021,Muni Single State Long,Municipal Bond,C,No,,,No,20011112,Merged,,,"1,148,101.0000000000","8,919,189.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Merrill Lynch OR Municipal Bond D,,,FOUSA00BTT,19941021,Muni Single State Long,Municipal Bond,D,No,,,No,20011112,Merged,,,"520,649.0000000000","8,919,189.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Smith Barney Cap Apprec C,,,FOUSA00N6K,19921201,Large Blend,U.S. Equity,,No,,,No,19941010,Merged,Smith Barney Capital Appreciation A,,"8,917,000.0000000000","8,917,000.0000000000",,,,,S&P 500 TR USD,,,,,
Dreyfus Founders Government Secs F,Dreyfus,FGVSX,FOUSA00CQX,19880301,Short-Term Bond,Taxable Bond,Other,Yes,19880301,FGVSX,No,20060922,Merged,Dreyfus US Treasury Intermediate Term,,"8,909,468.0000000000","8,909,468.0000000000",,3 Stars,,,BBgBarc US Agg Bond TR USD,," -1.1380000000",0.8540000000,,
Countrywide Global Bond A,,,FOUSA00NE4,19950201,World Bond,Taxable Bond,A,Yes,19950201,,No,19980330,Liquidated,,,"4,845,974.0000000000","8,901,970.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Countrywide Global Bond C,,,FOUSA00LY2,19950201,World Bond,Taxable Bond,C,No,19950201,,No,19980330,Liquidated,,,"4,055,996.0000000000","8,901,970.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Schwab Communications Focus,Schwab Funds,,FOUSA00JL4,20000703,Communications,Sector Equity,Other,Yes,20000703,,No,20050114,Liquidated,,,"8,898,784.0000000000","8,898,784.0000000000",,,,,MSCI ACWI NR USD,,,,,
Provident Inv Couns Growth A,PIC Investment Trust,,FOUSA00EV5,19970203,Large Growth,U.S. Equity,A,No,19920611,,No,20030430,Liquidated,,,"126,338.0000000000","8,897,330.0000000000",,,,,S&P 500 TR USD,,,,,
Provident Inv Couns Growth B,PIC Investment Trust,,FOUSA00HF4,19990331,Large Growth,U.S. Equity,B,No,19920611,,No,20030430,Liquidated,,,"428,290.0000000000","8,897,330.0000000000",,,,,S&P 500 TR USD,,,,,
Provident Inv Couns Growth I,PIC Investment Trust,,FOUSA00EHX,19920611,Large Growth,U.S. Equity,Inst,Yes,19920611,,No,20050428,Liquidated,,,"8,897,330.0000000000","8,897,330.0000000000",,,,,S&P 500 TR USD,,,,,
Loomis Sayles Mid Cap Gr Instl,Loomis Sayles Funds,,FOUSA04BO1,20010228,Mid-Cap Growth,U.S. Equity,Inst,Yes,20010228,,No,20050429,Liquidated,,,"8,886,780.0000000000","8,886,780.0000000000",,,,,S&P 500 TR USD,,,,,
American General Intl Growth A,John Hancock,,FOUSA00OB1,19981030,Foreign Large Blend,International Equity,A,Yes,19981030,,No,20000710,Merged,North American International Equity A,,"2,795,524.0000000000","8,884,940.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
American General Intl Growth B,John Hancock,,FOUSA00ON4,19981030,Foreign Large Blend,International Equity,B,No,19981030,,No,20000710,Merged,North American International Equity B,,"6,089,416.0000000000","8,884,940.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
American General Intl Growth Instl II,John Hancock,,FOUSA00O52,19981102,Foreign Large Blend,International Equity,B,No,19981030,,No,20000501,Merged,American General Intl Growth Instl I,,"1,802,072.0000000000","8,884,940.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
State Street Research InstlLgCpAlyst,State Street,,FOUSA02VS2,20011217,Large Blend,U.S. Equity,Other,Yes,20011217,,No,20050128,Merged,BlackRock Investment Trust Instl,,"8,879,720.0000000000","8,879,720.0000000000",,,,,S&P 500 TR USD,,,,,
Merrill Lynch Asset Income A,Merrill Lynch,,FOUSA00MZX,19940902,World Allocation,Allocation,A,Yes,19940902,,No,20000721,Merged,BlackRock Global Allocation Instl,,"514,897.0000000000","8,875,210.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Merrill Lynch Asset Income B,Merrill Lynch,,FOUSA00NUQ,19940902,World Allocation,Allocation,B,No,19940902,,No,20000721,Merged,BlackRock Global Allocation Inv B,,"6,293,034.0000000000","8,875,210.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Merrill Lynch Asset Income C,Merrill Lynch,,FOUSA00MYK,19941021,World Allocation,Allocation,C,No,19940902,,No,20000721,Merged,BlackRock Global Allocation Inv C,,"627,432.0000000000","8,875,210.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Merrill Lynch Asset Income D,Merrill Lynch,,FOUSA00M8K,19941021,World Allocation,Allocation,D,No,19940902,,No,20000721,Merged,BlackRock Global Allocation Inv A,,"1,439,847.0000000000","8,875,210.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Home National Tax-Free,,,FOUSA00M32,19890901,Muni National Interm,Municipal Bond,,No,,,No,19910801,Merged,RBB Tax-Free,,"8,875,000.0000000000","8,875,000.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Carnegie Tax-Exmpt Income OH Gen Muni,,,FOUSA00BLA,19860922,Muni Ohio,Municipal Bond,,Yes,19860922,,No,19990802,Liquidated,,,"8,863,319.0000000000","8,863,319.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Deutsche Smaller Companies Instl,,,FOUSA00FK6,19950630,Small Growth,U.S. Equity,,No,,,No,20010601,Merged,DWS Small Cap Growth Inv,,"8,856,658.0000000000","8,856,658.0000000000",,,,,S&P 500 TR USD,,,,,
E*TRADE Financial Sector Index,E Trade Funds,,FOUSA00P2F,20001229,Financial,Sector Equity,,Yes,20001229,,Yes,20021216,Liquidated,,,"8,804,196.0000000000","8,804,196.0000000000",,,,,MSCI ACWI NR USD,,,,,
American General Mid Cap Growth A,John Hancock,,FOUSA00OBD,19981102,Mid-Cap Growth,U.S. Equity,A,Yes,19981102,,No,20000710,Merged,North American Mid Cap Growth A,,"2,331,631.0000000000","8,776,941.0000000000",,,,,S&P 500 TR USD,,,,,
American General Mid Cap Growth B,John Hancock,,FOUSA00OIE,19981102,Mid-Cap Growth,U.S. Equity,B,No,19981102,,No,20000710,Merged,North American Mid Cap Growth B,,"6,445,310.0000000000","8,776,941.0000000000",,,,,S&P 500 TR USD,,,,,
WPG Intermediate Municipal Bond,Robeco Investment Funds,,FOUSA00BHN,19930701,Muni National Interm,Municipal Bond,No Load,Yes,19930701,,No,20041220,Liquidated,,,"8,776,051.0000000000","8,776,051.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Smith Breeden Instl Interm Dur US Gov,,,FOUSA00NMB,19920312,Intermediate Government,Taxable Bond,,No,,,No,19940801,Liquidated,,,"8,775,294.0000000000","8,775,294.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Calvert Municipal Intermediate MD A,Nuveen,,FOUSA00MQY,19930930,Muni Single State Interm,Municipal Bond,,Yes,19930930,,No,20000616,Merged,Calvert National Municipal Interm A,,"8,774,416.0000000000","8,774,416.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Mercury Aggregate Bond Index A,Merrill Lynch,,FOUSA02TIK,20010228,Intermediate Core Bond,Taxable Bond,A,No,20010228,,No,20030417,Liquidated,,,"8,767,695.0000000000","8,768,055.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Mercury Aggregate Bond Index I,Merrill Lynch,,FOUSA02TIR,20010228,Intermediate Core Bond,Taxable Bond,Inst,Yes,20010228,,No,20030417,Liquidated,,,360.0000000000,"8,768,055.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Norwest Advantage Performa StratVal I,Columbia,,FOUSA00OG3,19971015,Long-Term Bond,Taxable Bond,,Yes,19971015,,No,19991108,Merged,Wells Fargo Income I,,"8,754,748.0000000000","8,754,748.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Expedition Equity Income A,Expedition Funds,,FOUSA04ARH,20000310,Large Value,U.S. Equity,A,No,20000303,,No,20050225,Merged,Goldman Sachs Equity Income A,,"281,767.0000000000","8,740,693.0000000000",,,,,S&P 500 TR USD,,,,,
Expedition Equity Income B,Expedition Funds,,FOUSA04ARI,20000315,Large Value,U.S. Equity,B,No,20000303,,No,20050225,Merged,Goldman Sachs Growth and Inc B,,"632,553.0000000000","8,740,693.0000000000",,,,,S&P 500 TR USD,,,,,
Expedition Equity Income Instl,Expedition Funds,,FOUSA00IZ3,20000303,Large Value,U.S. Equity,Inst,Yes,20000303,,No,20050225,Merged,Goldman Sachs Equity Income Instl,,"7,826,373.0000000000","8,740,693.0000000000",,,,,S&P 500 TR USD,,,,,
North American Socially Resp A,North American Income Fund PLC,,FOUSA00INL,19981030,Large Blend,U.S. Equity,A,Yes,19981030,,No,20011026,Liquidated,,,"1,421,937.0000000000","8,729,339.0000000000",,,,,S&P 500 TR USD,,,,,
North American Socially Resp B,North American Income Fund PLC,,FOUSA00IJ9,19981030,Large Blend,U.S. Equity,B,No,19981030,,No,20011026,Liquidated,,,"2,567,691.0000000000","8,729,339.0000000000",,,,,S&P 500 TR USD,,,,,
North American Socially Resp C,North American Income Fund PLC,,FOUSA00KXG,20000728,Large Blend,U.S. Equity,C,No,19981030,,No,20011026,Liquidated,,,"46,849.0000000000","8,729,339.0000000000",,,,,S&P 500 TR USD,,,,,
North American Socially Resp I,North American Income Fund PLC,,FOUSA00HRG,19981030,Large Blend,U.S. Equity,Inst,No,19981030,,No,20011026,Liquidated,,,"4,692,862.0000000000","8,729,339.0000000000",,,,,S&P 500 TR USD,,,,,
SAFECO Advisor Equity A,Boston 1784 Funds,,FOUSA00M0Q,19940930,Large Blend,U.S. Equity,A,Yes,19940930,,No,19961031,Liquidated,,,"3,569,184.0000000000","8,714,589.0000000000",,,,,S&P 500 TR USD,,,,,
SAFECO Advisor Equity B,Boston 1784 Funds,,FOUSA00MBT,19940930,Large Blend,U.S. Equity,B,No,19940930,,No,19961031,Liquidated,,,"2,264,920.0000000000","8,714,589.0000000000",,,,,S&P 500 TR USD,,,,,
SAFECO Advisor Equity C,Boston 1784 Funds,,FOUSA00MK7,19940930,Large Blend,U.S. Equity,C,No,19940930,,No,19961031,Liquidated,,,"2,880,485.0000000000","8,714,589.0000000000",,,,,S&P 500 TR USD,,,,,
Enterprise Large Cap A,Axa Enterprise Funds Trust,,FOUSA00AWH,20001031,Large Growth,U.S. Equity,A,No,20001031,,No,20011217,Merged,AXA Enterprise Equity A,,"3,886,285.0000000000","8,701,215.0000000000",,,,,S&P 500 TR USD,,,,,
Enterprise Large Cap B,Axa Enterprise Funds Trust,,FOUSA00AZ1,20001031,Large Growth,U.S. Equity,B,No,20001031,,No,20011217,Merged,AXA Enterprise Equity B,,"3,407,921.0000000000","8,701,215.0000000000",,,,,S&P 500 TR USD,,,,,
Enterprise Large Cap C,Axa Enterprise Funds Trust,,FOUSA00AXW,20001031,Large Growth,U.S. Equity,C,No,20001031,,No,20011217,Merged,AXA Enterprise Equity C,,"1,298,676.0000000000","8,701,215.0000000000",,,,,S&P 500 TR USD,,,,,
Enterprise Large Cap Y,Axa Enterprise Funds Trust,,FOUSA00AW5,20001031,Large Growth,U.S. Equity,Inst,Yes,20001031,,No,20011217,Merged,AXA Enterprise Equity Y,,"108,333.0000000000","8,701,215.0000000000",,,,,S&P 500 TR USD,,,,,
Phoenix-Duff&Phelps Instl Grth Stk X,Virtus,,FOUSA00KON,19960301,Large Growth,U.S. Equity,B,Yes,19960301,,No,20040430,Liquidated,,,"8,699,908.0000000000","8,699,908.0000000000",,,,,S&P 500 TR USD,,,,,
Phoenix-Duff&Phelps Instl Grth Stk Y,Virtus,,FOUSA00K88,19960301,Large Growth,U.S. Equity,Inst,No,19960301,,No,20040430,Liquidated,,,"8,924,784.0000000000","8,699,908.0000000000",,,,,S&P 500 TR USD,,,,,
North American Conservative Asset Alc,North American Income Fund PLC,,FOUSA00MM9,19861020,Allocation--30% to 50% Equity,Allocation,,Yes,19861020,,No,19920710,Merged,North American Balanced C,,"8,688,798.0000000000","8,688,798.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Allegiance American Value,Allegiance Investment Trust,,FOUSA00I1S,19990507,Small Value,U.S. Equity,,Yes,19990507,,No,20010724,Liquidated,,,"8,671,595.0000000000","8,671,595.0000000000",,,,,S&P 500 TR USD,,,,,
PIMCO RCM Small-Cap Instl,Allianz Funds,,FOUSA00KGA,19920102,Small Growth,U.S. Equity,Inst,Yes,19920102,,No,20031222,Liquidated,,,"8,646,117.0000000000","8,646,117.0000000000",,,,,S&P 500 TR USD,,,,,
Mercantile Balanced Inv A,Wilmington Funds,,FOUSA00NQW,19930401,Allocation--50% to 70% Equity,Allocation,,Yes,19930401,,No,20001127,Merged,First American Balanced A,,"8,643,264.0000000000","8,643,264.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Federated OH Intermediate Municipal,,,FOUSA00MJQ,19931202,Muni Single State Long,Municipal Bond,,Yes,19931202,,No,19970714,Merged,Federated OH Municipal Income F,,"8,641,481.0000000000","8,641,481.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
UM International Small Cap Eq Instl,JPMorgan,,FOUSA00HLX,19981228,Foreign Small/Mid Growth,International Equity,Inst,Yes,19981228,,No,20021224,Liquidated,,,"8,623,321.0000000000","8,623,321.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
DLB International,MassMutual,,FOUSA00JV8,19991102,Foreign Large Blend,International Equity,,Yes,19991102,,No,20040430,Liquidated,,,"8,595,180.0000000000","8,595,180.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Pilgrim High Total Return II A,ING Funds,,FOUSA00H6J,19970130,High Yield Bond,Taxable Bond,,Yes,19970130,,No,20010326,Merged,ING High Yield Opportunity A,,"8,568,009.0000000000","8,568,009.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
GE Instl Europe Equity,GE Asset Management,,FOUSA00KCG,19990129,Europe Stock,International Equity,,Yes,19990129,,No,20030513,Liquidated,,,"8,530,346.0000000000","8,530,346.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Credit Suisse European Equity A,Credit Suisse AG,,FOUSA02U4X,20011130,Foreign Large Blend,International Equity,A,No,19990128,,No,20030428,Merged,Credit Suisse Intl Focus A,,"19,407.0000000000","8,524,306.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Credit Suisse European Equity Comm,Credit Suisse AG,,FOUSA00L54,19990128,Foreign Large Blend,International Equity,Other,Yes,19990128,,No,20030428,Merged,Credit Suisse Intl Focus Common,,"8,504,899.0000000000","8,524,306.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Aquila Cascadia Equity A,Aquila,,FOUSA00KOO,19960723,Mid-Cap Blend,U.S. Equity,A,Yes,19960723,,No,20020826,Liquidated,,,"1,239,273.0000000000","8,515,439.0000000000",,,,,S&P 500 TR USD,,,,,
Aquila Cascadia Equity C,Aquila,,FOUSA00KOP,19960723,Mid-Cap Blend,U.S. Equity,C,No,19960723,,No,20020826,Liquidated,,,"993,221.0000000000","8,515,439.0000000000",,,,,S&P 500 TR USD,,,,,
